lat,lng,code,model,captive,nest_id,battery,id,fetched
30.286495,-97.744742,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,100,00b990a5-e666-4cda-ad46-83a276286958,1562175270
30.28440666666667,-97.74382833333333,,esx,false,undefined,78,ce30f7c3-209d-4fc1-862f-41892600846c,1562175270
30.288977,-97.742113,,bd,false,undefined,75,26e0f787-35e2-4ed3-8ca3-20530f40cf3f,1562175270
30.288972,-97.742165,,bd,false,bf91260b-e73e-4c2f-8ee4-0270d425b019,100,0ffcb681-edbc-44e7-9448-8e12dab7deac,1562175270
30.286643,-97.744751,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,100,cd05235c-f9df-4ccf-a00d-6ab2e3b159a7,1562175270
30.28901,-97.741923,,bd,false,undefined,100,6b7c830b-30c3-4028-a2b0-63881e3ce65f,1562175270
30.288979,-97.742257,,bd,false,undefined,97,6898e0d7-c93d-4246-b428-febb58d02cd8,1562175270
30.287151,-97.744637,,bd,false,undefined,100,a486197e-caec-4d6d-9d18-9e9186ee5840,1562175270
30.288998333333332,-97.74215000000001,,esx,false,bf91260b-e73e-4c2f-8ee4-0270d425b019,78,09123c4d-03e7-4414-945c-f4912ae19a74,1562175270
30.283669,-97.740904,,bd,false,undefined,89,85044370-0570-494d-be46-c9b75a6f8453,1562175270
30.287235,-97.744607,,bd,false,undefined,88,0b49b67c-7845-49fa-85fb-575df4e67619,1562175270
30.288991,-97.742209,,bd,false,undefined,100,3e10db04-c33b-4fd0-867e-895f36e55d0a,1562175270
30.288052,-97.744068,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,97,1eebbdcc-34a9-479e-ac11-7e3d8009d547,1562175270
30.286139,-97.744794,,bd,false,cfb30237-ce25-4ce7-a593-0e20805d26b2,100,15fe0d53-c871-439c-98fd-b6971c23c92c,1562175270
30.288999,-97.742227,,bd,false,bf91260b-e73e-4c2f-8ee4-0270d425b019,100,edc7a004-6556-4e32-9609-f84769b08f04,1562175270
30.287482,-97.738779,,bd,false,undefined,93,25b456cc-3055-44cc-85f4-958d9d7ec664,1562175270
30.289024,-97.742159,,bd,false,undefined,100,d03a018e-1f57-4d55-a60e-3ffb22d84a46,1562175270
30.287509,-97.738767,,bd,false,undefined,100,af0308a4-fe8b-4e74-afd8-7828425cb028,1562175270
30.28880333333333,-97.74301166666667,,esx,false,undefined,70,bba6aea5-780d-4b05-8526-fe4b9896244f,1562175270
